Candidate,Party,EVM Votes,Postal Votes,Total Votes,percent of Votes,Constituency ID
VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,564778,2483,567261,38.85,S1020
CHANDAN GOWDA. K,Independent,12310,84,12394,0.85,S1020
SHIVASHANKARA. S,Bahujan Samaj Party,6903,61,6964,0.48,S1020
RAMAIAH. D,Independent,3796,14,3810,0.26,S1020
RANJITHA. N,Independent,2897,12,2909,0.2,S1020
CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi,1465,11,1476,0.1,S1020
BUDAYYA. B.P,Karunaadu Party,1358,12,1370,0.09,S1020
LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party,1151,12,1163,0.08,S1020
BEERESH. C.T (SAINIKA BEERESH),Independent,919,12,931,0.06,S1020
N.BASAVARAJU,Independent,802,41,843,0.06,S1020
H.D. REVANNA,Purvanchal Mahapanchayat,584,6,590,0.04,S1020
CHANNAMAYIGOWDA,Independent,496,1,497,0.03,S1020
S.ARVIND,Independent,440,2,442,0.03,S1020
NOTA,None of the Above,7706,30,7736,0.53,S1020
BENNY BEHANAN,Indian National Congress,390216,3955,394171,41.44,S1111
PROF C RAVEENDRANATH,Communist Party of India  (Marxist),327382,3035,330417,34.73,S1111
K A UNNIKRISHNAN,Bharath Dharma Jana Sena,105706,694,106400,11.18,S1111
ADV CHARLY PAUL,Twenty 20 Party,105020,622,105642,11.11,S1111
ROSILIN CHACKO,Bahujan Samaj Party,2377,33,2410,0.25,S1111
BOSCO KALAMASSERY,Independent,1071,16,1087,0.11,S1111
SUBRAN K R,Independent,789,10,799,0.08,S1111
DR M PRADEEPAN,Socialist Unity Centre Of India (communist),688,6,694,0.07,S1111
ARUN EDATHADAN,Independent,662,24,686,0.07,S1111
T S CHANDRAN,Independent,481,50,531,0.06,S1111
JOHNSON K C,Independent,379,8,387,0.04,S1111
NOTA,None of the Above,8021,42,8063,0.85,S1111
KOTA SRINIVAS POOJARY,Bharatiya Janata Party,728219,4015,732234,59.56,S1015
K. JAYAPRAKASH HEGDE,Indian National Congress,470769,2290,473059,38.48,S1015
K.T. RADHAKRISHNA,Bahujan Samaj Party,5378,39,5417,0.44,S1015
SUDHEER KANCHAN MARAKALA,Independent,2281,5,2286,0.19,S1015
SACHIN B.K,Uttama Prajaakeeya Party,1299,34,1333,0.11,S1015
M. K. DAYANANDA,Proutist Sarva Samaj,1049,20,1069,0.09,S1015
VIJAY KUMAR M. G,Independent,943,13,956,0.08,S1015
SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,670,20,690,0.06,S1015
SHABAREESH,Karunada Sevakara Party,560,5,565,0.05,S1015
L. RANGANATH GOWDA,Karnataka Rashtra Samithi,536,4,540,0.04,S1015
NOTA,None of the Above,11235,34,11269,0.92,S1015
CHARANJIT SINGH CHANNI,Indian National Congress,389509,544,390053,39.43,S194
SUSHIL KUMAR RINKU,Bharatiya Janata Party,213702,358,214060,21.64,S194
PAWAN KUMAR TINU,Aam Aadmi Party,208549,340,208889,21.12,S194
MOHINDER SINGH KAYPEE,Shiromani Akali Dal,67811,100,67911,6.87,S194
ADV BALWINDER KUMAR,Bahujan Samaj Party,64856,85,64941,6.57,S194
SARABJIT SINGH KHALSA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),19252,32,19284,1.95,S194
MASTER PARSHOTAM LAL BILGA,Communist Party of India  (Marxist),5948,10,5958,0.6,S194
IQBAL CHAND MATTU,Independent,1956,0,1956,0.2,S194
NEETU SHATTRA WALA,Independent,1878,1,1879,0.19,S194
AMRISH BHAGAT,Independent,1183,1,1184,0.12,S194
GURDEEP SINGH BITTU,Independent,1112,1,1113,0.11,S194
RAJ KUMAR SAQI,Peoples Party of India (Democratic),1087,1,1088,0.11,S194
SONIA,Republican Party of India (Athawale),1054,1,1055,0.11,S194
RAJWANT KAUR KHALSA,Apna Samaj Party,948,4,952,0.1,S194
BHAGAT GULSHAN AZAAD,Democratic Bharatiya Samaj Party,929,1,930,0.09,S194
RAMESH LAL KALA,Independent,875,1,876,0.09,S194
ASHOK KUMAR JAKHU,Independent,742,1,743,0.08,S194
BAL MUKAND BAWRA,Global Republican Party,587,4,591,0.06,S194
PARAMJIT KAUR TEJI,Independent,500,0,500,0.05,S194
TARACHAND SHEELA,Loktantrik Lok Rajyam Party,400,1,401,0.04,S194
NOTA,None of the Above,4724,19,4743,0.48,S194
DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,514256,3167,517423,47.6,S2444
RAJARAM PAL,Samajwadi Party,469766,3312,473078,43.52,S2444
RAJESH KUMAR DWIVEDI,Bahujan Samaj Party,72679,461,73140,6.73,S2444
RAJARAM,Independent,4629,13,4642,0.43,S2444
ASHOK PASWAN ADV,Sabhi Jan Party,3160,13,3173,0.29,S2444
CHANDRESH SINGH,Bhartiya Shakti Chetna Party,2641,13,2654,0.24,S2444
YOGESH JAISWAL,Independent,2529,14,2543,0.23,S2444
VIPIN KUMAR,Rashtriya Sanskriti Party,1489,5,1494,0.14,S2444
RAMGOPAL,Rashtriya Janutthan Party,1146,11,1157,0.11,S2444
NOTA,None of the Above,7523,126,7649,0.7,S2444
RAMASHANKAR RAJBHAR,Samajwadi Party,403616,1856,405472,44.2,S2471
RAVINDAR KUSHAWAHA,Bharatiya Janata Party,400489,1410,401899,43.81,S2471
BHIM RAJBHAR,Bahujan Samaj Party,80291,308,80599,8.79,S2471
JAIBAHADUR ALIAS JAIBAHADUR CHAUHAN,Janta Kranti Party (Rashtravadi),8241,22,8263,0.9,S2471
SHREENARAYAN MISHRA,Akhil Bhartiya Sarvjan Hit Party,3878,14,3892,0.42,S2471
SADDAM HUSSAIN,Independent,3210,5,3215,0.35,S2471
SHRIKRISHNA,Independent,2527,5,2532,0.28,S2471
AMRESH THAKUR,Independent,2147,9,2156,0.24,S2471
SURYA PRAKASH GAUTAM,Sardar Patel Siddhant Party,1782,3,1785,0.19,S2471
NOTA,None of the Above,7520,29,7549,0.82,S2471
PRATIMA MONDAL,All India Trinamool Congress,891053,3259,894312,60.32,S2519
ASHOK KANDARY,Bharatiya Janata Party,422546,1547,424093,28.6,S2519
MEGHNATH HALDER,All India Secular Front,65316,56,65372,4.41,S2519
SAMARENDRA NATH MONDAL,Revolutionary Socialist Party,39927,186,40113,2.71,S2519
NIRANJAN  NASKAR,Socialist Unity Centre Of India (communist),14547,75,14622,0.99,S2519
SUJAN SARDAR,Independent,10779,15,10794,0.73,S2519
SINDHUPADA BAIRAGI,Independent,9150,12,9162,0.62,S2519
SHANKAR DEB MONDAL,Bahujan Samaj Party,6363,28,6391,0.43,S2519
JURAN CHANDRA PANDEY,Mulnibasi Party of India,3750,19,3769,0.25,S2519
MILAN NASKAR,Independent,2129,7,2136,0.14,S2519
PRATIMA MONDAL,Independent,2052,27,2079,0.14,S2519
NOTA,None of the Above,9756,32,9788,0.66,S2519
GANESH SINGH,Bharatiya Janata Party,458373,1355,459728,43.41,S129
DABBU SIDDHARTH SUKHLAL KUSHWAHA,Indian National Congress,373982,797,374779,35.39,S129
NARAYAN TRIPATHI,Bahujan Samaj Party,185303,315,185618,17.53,S129
DURGESH KUMAR VISHWAKARMA,Independent,5919,2,5921,0.56,S129
RAHUL DAHIYA,Independent,4276,1,4277,0.4,S129
CHHEDI LAL PRAJAPATI (PANDA  BABA),Independent,4060,1,4061,0.38,S129
CHANDRABHAN KOL,Independent,3393,5,3398,0.32,S129
SAFI ULLA DBBU BHAI,Independent,2612,2,2614,0.25,S129
ADV. ASHOK SAKET,Bahujan Dravida Party,2396,3,2399,0.23,S129
AZEEZ AHMED QURAISHY,Manviya Bharat Party,2078,4,2082,0.2,S129
MASTER JI AJIT KUMAR JAYSWAL,Peoples Party of India (Democratic),1887,4,1891,0.18,S129
KALIM AHMAD BACHCHA,Independent,1622,8,1630,0.15,S129
SUKHLAL VERMA RATNESH,Independent,1616,1,1617,0.15,S129
ASHOK KUMAR GUPTA,Bhartiya Shakti Chetna Party,1259,6,1265,0.12,S129
NANKU YADAV,Akhil Bharatiya Hind Kranti Party,1254,5,1259,0.12,S129
RISHABH SINGH,Independent,1068,5,1073,0.1,S129
ASHOK BAUDH,Independent,945,2,947,0.09,S129
HARI SHANKAR TIWARI (LOHA WALA),Bharatiya Jan Morcha Party,935,10,945,0.09,S129
RANJANA MISHRA,Nyaydharmsabha,905,10,915,0.09,S129
NOTA,None of the Above,2538,15,2553,0.24,S129
MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829,12065,701894,49.35,S0116
DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052,7643,651695,45.82,S0116
EDA SUDHAKARA REDDY,Indian National Congress,25803,919,26722,1.88,S0116
DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238,76,6314,0.44,S0116
BUCHI EDUKONDALU,Independent,3046,2,3048,0.21,S0116
PODILI RAMBABU,Independent,3035,38,3073,0.22,S0116
ORSU VEENA,Jai Bharat National Party,2242,25,2267,0.16,S0116
BONTHA RANGA REDDY,Independent,1923,0,1923,0.14,S0116
BODDU KRANTHI KUMAR,Independent,1797,1,1798,0.13,S0116
MOHAN GOUD J V,Independent,1442,5,1447,0.1,S0116
U MADHU BABU,Independent,1006,2,1008,0.07,S0116
KARATAPU RAJU,Independent,730,5,735,0.05,S0116
JAGADEESH RAYAPATI,Independent,713,12,725,0.05,S0116
DEVIREDDY BALANJANEYULU,Independent,710,6,716,0.05,S0116
HARI PRASAD TUPAKULA,Independent,706,5,711,0.05,S0116
PASAM VENKATESWARLU YADAV,Samajwadi Party,699,44,743,0.05,S0116
SURYA TEJA KOTA,Pyramid Party of India,674,9,683,0.05,S0116
AKUMALLA MALLIKARJUNA REDDY,Independent,575,0,575,0.04,S0116
VESHAPOGU GURAVABABU,Independent,457,4,461,0.03,S0116
KOMMU YOHANU,Liberation Congress Party,454,7,461,0.03,S0116
SESHUBABU GUDDANTI,Independent,449,0,449,0.03,S0116
SINGAMNENI SREEKANTH,Independent,407,3,410,0.03,S0116
YARRA DASARADHARAMAIAH,Independent,394,0,394,0.03,S0116
KOTA VAMSI KRISHNA,Independent,365,0,365,0.03,S0116
K PAVAN KALYAN,Jatiya Jana Sena Party,362,30,392,0.03,S0116
NOTA,None of the Above,13066,139,13205,0.93,S0116
POONAMBEN HEMATBHAI MAADAM,Bharatiya Janata Party,618120,1929,620049,58.98,S0612
ADV J. P. MARAVIYA,Indian National Congress,380949,1092,382041,36.34,S0612
JAYSUKH NATHUBHAI PINGALSUR,Bahujan Samaj Party,11429,33,11462,1.09,S0612
KANZARIYA RANCHHODBHAI NARANBHAI,Viro Ke Vir Indian Party,6973,29,7002,0.67,S0612
VIJAYSINH PRAVINSINH JADEJA,Independent,4817,17,4834,0.46,S0612
RATHOD PUNJABHAI PALABHAI,Independent,3727,5,3732,0.36,S0612
BHURALAL MEGHJIBHAI PARMAR,Independent,1923,5,1928,0.18,S0612
GHUGHA ALARAKHABHAI ISHAKBHAI,Independent,1582,3,1585,0.15,S0612
KHIRA YUSUF SIDIKBHAI,Independent,1368,3,1371,0.13,S0612
NANJI AMARSHI BATHWAR,Independent,1365,5,1370,0.13,S0612
ANWAR NOORMAMAD SANGHAR,Independent,1299,0,1299,0.12,S0612
PARESHBHAI PARSOTTAMBHAI MUNGARA,Rashtriya Mahaswaraj Bhumi Party,1266,4,1270,0.12,S0612
POPATPUTRA RAFIK ABUBAKAR,Independent,1133,5,1138,0.11,S0612
NADEEM MAHAMMAD HALA,Independent,1069,1,1070,0.1,S0612
NOTA,None of the Above,10972,112,11084,1.05,S0612
SUNIL BOSE,Indian National Congress,749926,1745,751671,54.87,S1022
BALARAJ.S,Bharatiya Janata Party,561056,1909,562965,41.1,S1022
M.KRISHNA MURTHY,Bahujan Samaj Party,15819,84,15903,1.16,S1022
C.M.KRISHNA,Dr. Ambedkar People's Party,8074,15,8089,0.59,S1022
G.D.RAJAGOPAL (H.D.KOTE),Independent,3949,5,3954,0.29,S1022
SUMA.S,Socialist Unity Centre Of India (communist),3821,5,3826,0.28,S1022
MAHADEVASWAMY B M (PAMPI),Independent,3414,7,3421,0.25,S1022
H.K.SWAMY HARADANAHALLI,Independent,3206,2,3208,0.23,S1022
PATAS PRADEEP KUMAR.M,Independent,1969,17,1986,0.14,S1022
KADAMBA. NAA. AMBARISH,Independent,1738,5,1743,0.13,S1022
NINGARAJU.S,Karnataka Jantha Paksha,1406,5,1411,0.1,S1022
KANDALLI MAHESH,Karnataka Rashtra Samithi,1249,3,1252,0.09,S1022
NINGARAJ.G,Independent,1236,11,1247,0.09,S1022
PRASANNA KUMAR.B,Karnataka Praja Party (RaithaParva),972,6,978,0.07,S1022
NOTA,None of the Above,8094,49,8143,0.59,S1022
DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,S2224
KARUPPAIAH. P,All India Anna Dravida Munnetra Kazhagam,227445,1674,229119,21.7,S2224
RAJESSH. T,Naam Tamilar Katchi,106752,706,107458,10.18,S2224
SENTHILNATHAN. P,Amma Makkal Munnettra Kazagam,99561,1186,100747,9.54,S2224
SELVARAJ. S,Independent,14781,15,14796,1.4,S2224
DAMODARAN. S,Independent,5138,28,5166,0.49,S2224
ALLIMUTHU. M,Bahujan Samaj Party,4353,78,4431,0.42,S2224
RAJENDRAN. S,Independent,3489,10,3499,0.33,S2224
JEEVANANTHAM. M,Independent,2879,73,2952,0.28,S2224
SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,2587,59,2646,0.25,S2224
KARUPPIAH. S,Independent,2156,15,2171,0.21,S2224
BACKIYARAJ VELLAISAMY,Naadaalum Makkal Katchi,2120,163,2283,0.22,S2224
SATHIS KUMAR. S,Independent,2048,4,2052,0.19,S2224
KAVITHA. S,Independent,1719,17,1736,0.16,S2224
NAGARAJAN. M,Independent,1656,8,1664,0.16,S2224
GOVINDARASU. P,Independent,1562,4,1566,0.15,S2224
ANBIN AMUDHAN. R,Independent,1492,6,1498,0.14,S2224
DURAIRAJ. A,Independent,1455,8,1463,0.14,S2224
SASIKUMAR. P,Independent,1346,6,1352,0.13,S2224
PANNEERSELVAM. P,Independent,1255,8,1263,0.12,S2224
DURAI. S,Independent,1198,4,1202,0.11,S2224
ANAND SELVARAJ,Independent,1172,6,1178,0.11,S2224
SANKAR. R,Independent,1162,4,1166,0.11,S2224
AMBIVENKATESAN,Independent,972,6,978,0.09,S2224
DURAI. T,Independent,877,3,880,0.08,S2224
SATHYAMURTHY. T,Independent,826,8,834,0.08,S2224
VIJAYAKUMAR. P,Independent,797,5,802,0.08,S2224
PERIYASAMY. V,Independent,771,3,774,0.07,S2224
AKILA. M,Independent,742,5,747,0.07,S2224
ROJA RAMANI. S,Anna MGR Dravida Makkal Kalgam,738,39,777,0.07,S2224
RAJENDRAN. P,Independent,674,1,675,0.06,S2224
MANIKANDARAJ. S,Independent,601,7,608,0.06,S2224
MURUGESAN. P,Independent,494,3,497,0.05,S2224
JOSEPH. L,Samaniya Makkal Nala Katchi,482,9,491,0.05,S2224
MUTHURAJA. T,Independent,428,3,431,0.04,S2224
NOTA,None of the Above,13560,289,13849,1.31,S2224
NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,S2235
PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,340778,2104,342882,30.89,S2235
JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,98757,1023,99780,8.99,S2235
DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,96701,971,97672,8.8,S2235
MUVITH KUMAR N,Independent,7901,18,7919,0.71,S2235
SENTHILMALLAR K,Independent,6629,198,6827,0.62,S2235
SIVASHANKAR N,Independent,6583,10,6593,0.59,S2235
KANNADHASAN R,Independent,3485,17,3502,0.32,S2235
SELVARAJ G,Puthiya Makkal Tamil Desam Katchi,2943,14,2957,0.27,S2235
PANNEERSELVAM O S/O OCHAPPAN,Independent,2939,42,2981,0.27,S2235
PANCHAVARNAM V,Independent,2561,11,2572,0.23,S2235
PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,2493,4,2497,0.22,S2235
PANNIR SELVAM M  S/O MALAIYANDI,Independent,2387,15,2402,0.22,S2235
NAWASKHAN,Independent,2301,22,2323,0.21,S2235
SIVANANDAM N,Bahujan Samaj Party,1958,56,2014,0.18,S2235
PANNEERSELVAM O  S/O  OYYADEVAR,Independent,1920,9,1929,0.17,S2235
ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi,1497,21,1518,0.14,S2235
MANIVASAGAM S,Bahujan Dravida Party,1392,11,1403,0.13,S2235
PANNEERSELVAM O S/O  OYYARAM,Independent,1369,7,1376,0.12,S2235
SALEEM,Independent,961,13,974,0.09,S2235
SASIKANI K,Independent,896,3,899,0.08,S2235
SATHURAGIRI K,Independent,815,12,827,0.07,S2235
SIKKANDAR B,Independent,804,19,823,0.07,S2235
VIGNESH V,Independent,643,9,652,0.06,S2235
PANNERSELVAM O  S/O  OCHATTHEVAR,Independent,564,8,572,0.05,S2235
NOTA,None of the Above,6163,132,6295,0.57,S2235
SUPRIYA SULE,Nationalist Congress Party Sharadchandra Pawar,731400,912,732312,51.85,S1335
